semantic_id,domain,bank,stable_key,field,surface,reachability,reachability_reason,realization,slots,source_path,source_symbol,grounding,text
prose:life:episode:school.the-thing-you-got-blamed-for/recess-race#option:race-again:label,life,episode,school.the-thing-you-got-blamed-for/recess-race,option:race-again:label,option-label,PLAYER_REACHABLE,The stage declares only ordinary requirements; play reaches it when they hold.,static,,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/school.the-thing-you-got-blamed-for/recess-race,fact:school.enrolled without-capability:answers-for-themselves age-at-least:6 age-below:8,Ask to race again
prose:life:episode:school.the-thing-you-got-blamed-for/recess-race#option:race-again:memory,life,episode,school.the-thing-you-got-blamed-for/recess-race,option:race-again:memory,option-memory,PLAYER_REACHABLE,The stage declares only ordinary requirements; play reaches it when they hold.,static,,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/school.the-thing-you-got-blamed-for/recess-race,fact:school.enrolled without-capability:answers-for-themselves age-at-least:6 age-below:8,You asked for another race.
prose:life:episode:school.the-thing-you-got-blamed-for/recess-race#option:say-nothing:description,life,episode,school.the-thing-you-got-blamed-for/recess-race,option:say-nothing:description,option-description,PLAYER_REACHABLE,The stage declares only ordinary requirements; play reaches it when they hold.,static,,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/school.the-thing-you-got-blamed-for/recess-race,fact:school.enrolled without-capability:answers-for-themselves age-at-least:6 age-below:8,Don't bring the start up.
prose:life:episode:school.the-thing-you-got-blamed-for/recess-race#option:say-nothing:label,life,episode,school.the-thing-you-got-blamed-for/recess-race,option:say-nothing:label,option-label,PLAYER_REACHABLE,The stage declares only ordinary requirements; play reaches it when they hold.,static,,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/school.the-thing-you-got-blamed-for/recess-race,fact:school.enrolled without-capability:answers-for-themselves age-at-least:6 age-below:8,Say nothing about it
prose:life:episode:school.the-thing-you-got-blamed-for/recess-race#option:say-nothing:memory,life,episode,school.the-thing-you-got-blamed-for/recess-race,option:say-nothing:memory,option-memory,PLAYER_REACHABLE,The stage declares only ordinary requirements; play reaches it when they hold.,static,,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/school.the-thing-you-got-blamed-for/recess-race,fact:school.enrolled without-capability:answers-for-themselves age-at-least:6 age-below:8,You lost and didn't say anything about the start.
prose:life:episode:school.the-thing-you-got-blamed-for/recess-race#option:say-they-cheated:description,life,episode,school.the-thing-you-got-blamed-for/recess-race,option:say-they-cheated:description,option-description,PLAYER_REACHABLE,The stage declares only ordinary requirements; play reaches it when they hold.,static,,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/school.the-thing-you-got-blamed-for/recess-race,fact:school.enrolled without-capability:answers-for-themselves age-at-least:6 age-below:8,Tell the other kid the start wasn't fair.
prose:life:episode:school.the-thing-you-got-blamed-for/recess-race#option:say-they-cheated:label,life,episode,school.the-thing-you-got-blamed-for/recess-race,option:say-they-cheated:label,option-label,PLAYER_REACHABLE,The stage declares only ordinary requirements; play reaches it when they hold.,static,,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/school.the-thing-you-got-blamed-for/recess-race,fact:school.enrolled without-capability:answers-for-themselves age-at-least:6 age-below:8,Say they cheated
prose:life:episode:school.the-thing-you-got-blamed-for/recess-race#option:say-they-cheated:memory,life,episode,school.the-thing-you-got-blamed-for/recess-race,option:say-they-cheated:memory,option-memory,PLAYER_REACHABLE,The stage declares only ordinary requirements; play reaches it when they hold.,static,,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/school.the-thing-you-got-blamed-for/recess-race,fact:school.enrolled without-capability:answers-for-themselves age-at-least:6 age-below:8,You said the other kid cheated at the start.
prose:life:episode:school.the-thing-you-got-blamed-for/tattle-boundary#line:0,life,episode,school.the-thing-you-got-blamed-for/tattle-boundary,line:0,scene-line,PLAYER_REACHABLE,The stage declares only ordinary requirements; play reaches it when they hold.,static,,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/school.the-thing-you-got-blamed-for/tattle-boundary,fact:school.enrolled without-capability:answers-for-themselves age-at-least:6 age-below:8,"During quiet work you're supposed to stay at your table, and while the adult was out of the room another kid got up and went to the window."
prose:life:episode:school.the-thing-you-got-blamed-for/tattle-boundary#line:1,life,episode,school.the-thing-you-got-blamed-for/tattle-boundary,line:1,scene-line,PLAYER_REACHABLE,The stage declares only ordinary requirements; play reaches it when they hold.,static,,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/school.the-thing-you-got-blamed-for/tattle-boundary,fact:school.enrolled without-capability:answers-for-themselves age-at-least:6 age-below:8,The adult is back.
prose:life:episode:school.the-thing-you-got-blamed-for/tattle-boundary#option:ask-about-the-rule:description,life,episode,school.the-thing-you-got-blamed-for/tattle-boundary,option:ask-about-the-rule:description,option-description,PLAYER_REACHABLE,The stage declares only ordinary requirements; play reaches it when they hold.,static,,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/school.the-thing-you-got-blamed-for/tattle-boundary,fact:school.enrolled without-capability:answers-for-themselves age-at-least:6 age-below:8,You ask the adult if you have to stay at your table during quiet work.
prose:life:episode:school.the-thing-you-got-blamed-for/tattle-boundary#option:ask-about-the-rule:label,life,episode,school.the-thing-you-got-blamed-for/tattle-boundary,option:ask-about-the-rule:label,option-label,PLAYER_REACHABLE,The stage declares only ordinary requirements; play reaches it when they hold.,static,,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/school.the-thing-you-got-blamed-for/tattle-boundary,fact:school.enrolled without-capability:answers-for-themselves age-at-least:6 age-below:8,Ask about the rule
prose:life:episode:school.the-thing-you-got-blamed-for/tattle-boundary#option:ask-about-the-rule:memory,life,episode,school.the-thing-you-got-blamed-for/tattle-boundary,option:ask-about-the-rule:memory,option-memory,PLAYER_REACHABLE,The stage declares only ordinary requirements; play reaches it when they hold.,static,,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/school.the-thing-you-got-blamed-for/tattle-boundary,fact:school.enrolled without-capability:answers-for-themselves age-at-least:6 age-below:8,You asked the adult whether you had to stay at your table during quiet work.
prose:life:episode:school.the-thing-you-got-blamed-for/tattle-boundary#option:keep-working:description,life,episode,school.the-thing-you-got-blamed-for/tattle-boundary,option:keep-working:description,option-description,PLAYER_REACHABLE,The stage declares only ordinary requirements; play reaches it when they hold.,static,,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/school.the-thing-you-got-blamed-for/tattle-boundary,fact:school.enrolled without-capability:answers-for-themselves age-at-least:6 age-below:8,You stay at your table and don't say anything about it.
prose:life:episode:school.the-thing-you-got-blamed-for/tattle-boundary#option:keep-working:label,life,episode,school.the-thing-you-got-blamed-for/tattle-boundary,option:keep-working:label,option-label,PLAYER_REACHABLE,The stage declares only ordinary requirements; play reaches it when they hold.,static,,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/school.the-thing-you-got-blamed-for/tattle-boundary,fact:school.enrolled without-capability:answers-for-themselves age-at-least:6 age-below:8,Keep working
prose:life:episode:school.the-thing-you-got-blamed-for/tattle-boundary#option:keep-working:memory,life,episode,school.the-thing-you-got-blamed-for/tattle-boundary,option:keep-working:memory,option-memory,PLAYER_REACHABLE,The stage declares only ordinary requirements; play reaches it when they hold.,static,,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/school.the-thing-you-got-blamed-for/tattle-boundary,fact:school.enrolled without-capability:answers-for-themselves age-at-least:6 age-below:8,You stayed at your table and didn't say anything about the other kid going to the window.
prose:life:episode:school.the-thing-you-got-blamed-for/tattle-boundary#option:tell-the-adult:description,life,episode,school.the-thing-you-got-blamed-for/tattle-boundary,option:tell-the-adult:description,option-description,PLAYER_REACHABLE,The stage declares only ordinary requirements; play reaches it when they hold.,static,,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/school.the-thing-you-got-blamed-for/tattle-boundary,fact:school.enrolled without-capability:answers-for-themselves age-at-least:6 age-below:8,You say that the other kid went to the window during quiet work.
prose:life:episode:school.the-thing-you-got-blamed-for/tattle-boundary#option:tell-the-adult:label,life,episode,school.the-thing-you-got-blamed-for/tattle-boundary,option:tell-the-adult:label,option-label,PLAYER_REACHABLE,The stage declares only ordinary requirements; play reaches it when they hold.,static,,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/school.the-thing-you-got-blamed-for/tattle-boundary,fact:school.enrolled without-capability:answers-for-themselves age-at-least:6 age-below:8,Tell the adult
prose:life:episode:school.the-thing-you-got-blamed-for/tattle-boundary#option:tell-the-adult:memory,life,episode,school.the-thing-you-got-blamed-for/tattle-boundary,option:tell-the-adult:memory,option-memory,PLAYER_REACHABLE,The stage declares only ordinary requirements; play reaches it when they hold.,static,,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/school.the-thing-you-got-blamed-for/tattle-boundary,fact:school.enrolled without-capability:answers-for-themselves age-at-least:6 age-below:8,You told the adult that another kid went to the window during quiet work.
prose:life:episode:school.the-thing-you-got-blamed-for/the-commute#line:0,life,episode,school.the-thing-you-got-blamed-for/the-commute,line:0,scene-line,WITHHELD_BY_GROUNDING,"Missing canonical transit mode, journey/timetable and shift conflict.",static,,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/school.the-thing-you-got-blamed-for/the-commute,withheld capability:in-school capability:paid-work age-at-least:17 age-below:26,The bus that gets you to class on time leaves before your shift ends.
prose:life:episode:school.the-thing-you-got-blamed-for/the-commute#line:1,life,episode,school.the-thing-you-got-blamed-for/the-commute,line:1,scene-line,WITHHELD_BY_GROUNDING,"Missing canonical transit mode, journey/timetable and shift conflict.",static,,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/school.the-thing-you-got-blamed-for/the-commute,withheld capability:in-school capability:paid-work age-at-least:17 age-below:26,"It's a long ride each way, and the timetable and your shift don't fit together."
prose:life:episode:school.the-thing-you-got-blamed-for/the-commute#option:ask-for-another-shift:description,life,episode,school.the-thing-you-got-blamed-for/the-commute,option:ask-for-another-shift:description,option-description,WITHHELD_BY_GROUNDING,"Missing canonical transit mode, journey/timetable and shift conflict.",static,,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/school.the-thing-you-got-blamed-for/the-commute,withheld capability:in-school capability:paid-work age-at-least:17 age-below:26,Ask for a shift that ends before the bus leaves.
prose:life:episode:school.the-thing-you-got-blamed-for/the-commute#option:ask-for-another-shift:label,life,episode,school.the-thing-you-got-blamed-for/the-commute,option:ask-for-another-shift:label,option-label,WITHHELD_BY_GROUNDING,"Missing canonical transit mode, journey/timetable and shift conflict.",static,,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/school.the-thing-you-got-blamed-for/the-commute,withheld capability:in-school capability:paid-work age-at-least:17 age-below:26,Ask for a different shift
prose:life:episode:school.the-thing-you-got-blamed-for/the-commute#option:ask-for-another-shift:memory,life,episode,school.the-thing-you-got-blamed-for/the-commute,option:ask-for-another-shift:memory,option-memory,WITHHELD_BY_GROUNDING,"Missing canonical transit mode, journey/timetable and shift conflict.",static,,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/school.the-thing-you-got-blamed-for/the-commute,withheld capability:in-school capability:paid-work age-at-least:17 age-below:26,You asked for a shift that ended before the bus left.
prose:life:episode:school.the-thing-you-got-blamed-for/the-commute#option:leave-early:description,life,episode,school.the-thing-you-got-blamed-for/the-commute,option:leave-early:description,option-description,WITHHELD_BY_GROUNDING,"Missing canonical transit mode, journey/timetable and shift conflict.",static,,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/school.the-thing-you-got-blamed-for/the-commute,withheld capability:in-school capability:paid-work age-at-least:17 age-below:26,Go before the shift ends so you make the bus.
prose:life:episode:school.the-thing-you-got-blamed-for/the-commute#option:leave-early:label,life,episode,school.the-thing-you-got-blamed-for/the-commute,option:leave-early:label,option-label,WITHHELD_BY_GROUNDING,"Missing canonical transit mode, journey/timetable and shift conflict.",static,,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/school.the-thing-you-got-blamed-for/the-commute,withheld capability:in-school capability:paid-work age-at-least:17 age-below:26,Leave the shift early
prose:life:episode:school.the-thing-you-got-blamed-for/the-commute#option:leave-early:memory,life,episode,school.the-thing-you-got-blamed-for/the-commute,option:leave-early:memory,option-memory,WITHHELD_BY_GROUNDING,"Missing canonical transit mode, journey/timetable and shift conflict.",static,,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/school.the-thing-you-got-blamed-for/the-commute,withheld capability:in-school capability:paid-work age-at-least:17 age-below:26,You left your shift early to catch the bus to class.
prose:life:episode:school.the-thing-you-got-blamed-for/the-commute#option:work-the-full-shift:description,life,episode,school.the-thing-you-got-blamed-for/the-commute,option:work-the-full-shift:description,option-description,WITHHELD_BY_GROUNDING,"Missing canonical transit mode, journey/timetable and shift conflict.",static,,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/school.the-thing-you-got-blamed-for/the-commute,withheld capability:in-school capability:paid-work age-at-least:17 age-below:26,Stay to the end and miss that bus.
prose:life:episode:school.the-thing-you-got-blamed-for/the-commute#option:work-the-full-shift:label,life,episode,school.the-thing-you-got-blamed-for/the-commute,option:work-the-full-shift:label,option-label,WITHHELD_BY_GROUNDING,"Missing canonical transit mode, journey/timetable and shift conflict.",static,,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/school.the-thing-you-got-blamed-for/the-commute,withheld capability:in-school capability:paid-work age-at-least:17 age-below:26,Work the full shift
prose:life:episode:school.the-thing-you-got-blamed-for/the-commute#option:work-the-full-shift:memory,life,episode,school.the-thing-you-got-blamed-for/the-commute,option:work-the-full-shift:memory,option-memory,WITHHELD_BY_GROUNDING,"Missing canonical transit mode, journey/timetable and shift conflict.",static,,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/school.the-thing-you-got-blamed-for/the-commute,withheld capability:in-school capability:paid-work age-at-least:17 age-below:26,You worked the whole shift and missed the bus that would have got you to class on time.
prose:life:episode:work.the-money-nobody-counts/pooled-tips#line:0,life,episode,work.the-money-nobody-counts/pooled-tips,line:0,scene-line,WITHHELD_BY_GROUNDING,"Missing tipped workplace/pooling arrangement, cash removal and direct witness evidence.",templated,role:colleague,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/work.the-money-nobody-counts/pooled-tips,withheld capability:paid-work role:colleague age-at-least:17 age-below:26,You saw {role:colleague} take cash out of the tip pool before it was counted.
prose:life:episode:work.the-money-nobody-counts/pooled-tips#line:1,life,episode,work.the-money-nobody-counts/pooled-tips,line:1,scene-line,WITHHELD_BY_GROUNDING,"Missing tipped workplace/pooling arrangement, cash removal and direct witness evidence.",static,,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/work.the-money-nobody-counts/pooled-tips,withheld capability:paid-work role:colleague age-at-least:17 age-below:26,Nobody else was looking.
prose:life:episode:work.the-money-nobody-counts/pooled-tips#option:ask-them-about-it:description,life,episode,work.the-money-nobody-counts/pooled-tips,option:ask-them-about-it:description,option-description,WITHHELD_BY_GROUNDING,"Missing tipped workplace/pooling arrangement, cash removal and direct witness evidence.",templated,role:colleague,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/work.the-money-nobody-counts/pooled-tips,withheld capability:paid-work role:colleague age-at-least:17 age-below:26,Ask {role:colleague} about the cash you saw come out of the pool.
prose:life:episode:work.the-money-nobody-counts/pooled-tips#option:ask-them-about-it:label,life,episode,work.the-money-nobody-counts/pooled-tips,option:ask-them-about-it:label,option-label,WITHHELD_BY_GROUNDING,"Missing tipped workplace/pooling arrangement, cash removal and direct witness evidence.",templated,role:colleague,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/work.the-money-nobody-counts/pooled-tips,withheld capability:paid-work role:colleague age-at-least:17 age-below:26,Ask {role:colleague} about the cash
prose:life:episode:work.the-money-nobody-counts/pooled-tips#option:ask-them-about-it:memory,life,episode,work.the-money-nobody-counts/pooled-tips,option:ask-them-about-it:memory,option-memory,WITHHELD_BY_GROUNDING,"Missing tipped workplace/pooling arrangement, cash removal and direct witness evidence.",templated,role:colleague,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/work.the-money-nobody-counts/pooled-tips,withheld capability:paid-work role:colleague age-at-least:17 age-below:26,You asked {role:colleague} about the cash you saw them take out of the tip pool before it was counted.
prose:life:episode:work.the-money-nobody-counts/pooled-tips#option:keep-it-to-yourself:description,life,episode,work.the-money-nobody-counts/pooled-tips,option:keep-it-to-yourself:description,option-description,WITHHELD_BY_GROUNDING,"Missing tipped workplace/pooling arrangement, cash removal and direct witness evidence.",static,,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/work.the-money-nobody-counts/pooled-tips,withheld capability:paid-work role:colleague age-at-least:17 age-below:26,Keep what you saw to yourself.
prose:life:episode:work.the-money-nobody-counts/pooled-tips#option:keep-it-to-yourself:label,life,episode,work.the-money-nobody-counts/pooled-tips,option:keep-it-to-yourself:label,option-label,WITHHELD_BY_GROUNDING,"Missing tipped workplace/pooling arrangement, cash removal and direct witness evidence.",static,,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/work.the-money-nobody-counts/pooled-tips,withheld capability:paid-work role:colleague age-at-least:17 age-below:26,Keep what you saw
prose:life:episode:work.the-money-nobody-counts/pooled-tips#option:keep-it-to-yourself:memory,life,episode,work.the-money-nobody-counts/pooled-tips,option:keep-it-to-yourself:memory,option-memory,WITHHELD_BY_GROUNDING,"Missing tipped workplace/pooling arrangement, cash removal and direct witness evidence.",templated,role:colleague,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/work.the-money-nobody-counts/pooled-tips,withheld capability:paid-work role:colleague age-at-least:17 age-below:26,You saw {role:colleague} take cash out of the tip pool before it was counted and said nothing.
prose:life:episode:work.the-money-nobody-counts/pooled-tips#option:say-it-to-the-others:description,life,episode,work.the-money-nobody-counts/pooled-tips,option:say-it-to-the-others:description,option-description,WITHHELD_BY_GROUNDING,"Missing tipped workplace/pooling arrangement, cash removal and direct witness evidence.",static,,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/work.the-money-nobody-counts/pooled-tips,withheld capability:paid-work role:colleague age-at-least:17 age-below:26,Tell the people you split tips with what you saw.
prose:life:episode:work.the-money-nobody-counts/pooled-tips#option:say-it-to-the-others:label,life,episode,work.the-money-nobody-counts/pooled-tips,option:say-it-to-the-others:label,option-label,WITHHELD_BY_GROUNDING,"Missing tipped workplace/pooling arrangement, cash removal and direct witness evidence.",static,,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/work.the-money-nobody-counts/pooled-tips,withheld capability:paid-work role:colleague age-at-least:17 age-below:26,Tell the others
prose:life:episode:work.the-money-nobody-counts/pooled-tips#option:say-it-to-the-others:memory,life,episode,work.the-money-nobody-counts/pooled-tips,option:say-it-to-the-others:memory,option-memory,WITHHELD_BY_GROUNDING,"Missing tipped workplace/pooling arrangement, cash removal and direct witness evidence.",templated,role:colleague,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/work.the-money-nobody-counts/pooled-tips,withheld capability:paid-work role:colleague age-at-least:17 age-below:26,You told the people you split tips with that you saw {role:colleague} take cash out of the pool before it was counted.
prose:life:episode:work.the-money-nobody-counts/what-you-said-stuck#line:0,life,episode,work.the-money-nobody-counts/what-you-said-stuck,line:0,scene-line,WITHHELD_BY_GROUNDING,Missing continued workplace discussion and identified questioner knowledge linkage.,static,,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/work.the-money-nobody-counts/what-you-said-stuck,withheld after-choice:pooled-tips:say-it-to-the-others days-since-stage:pooled-tips:120 capability:paid-work,Somebody who wasn't there when you said it asks you directly whether cash was coming out of the tip pool before the count.
prose:life:episode:work.the-money-nobody-counts/what-you-said-stuck#line:1,life,episode,work.the-money-nobody-counts/what-you-said-stuck,line:1,scene-line,WITHHELD_BY_GROUNDING,Missing continued workplace discussion and identified questioner knowledge linkage.,static,,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/work.the-money-nobody-counts/what-you-said-stuck,withheld after-choice:pooled-tips:say-it-to-the-others days-since-stage:pooled-tips:120 capability:paid-work,"People at work still bring it up, and you remember what you said and why."
prose:life:episode:work.the-money-nobody-counts/what-you-said-stuck#option:leave-it-alone:description,life,episode,work.the-money-nobody-counts/what-you-said-stuck,option:leave-it-alone:description,option-description,WITHHELD_BY_GROUNDING,Missing continued workplace discussion and identified questioner knowledge linkage.,static,,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/work.the-money-nobody-counts/what-you-said-stuck,withheld after-choice:pooled-tips:say-it-to-the-others days-since-stage:pooled-tips:120 capability:paid-work,Say you'd rather not go over it.
prose:life:episode:work.the-money-nobody-counts/what-you-said-stuck#option:leave-it-alone:label,life,episode,work.the-money-nobody-counts/what-you-said-stuck,option:leave-it-alone:label,option-label,WITHHELD_BY_GROUNDING,Missing continued workplace discussion and identified questioner knowledge linkage.,static,,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/work.the-money-nobody-counts/what-you-said-stuck,withheld after-choice:pooled-tips:say-it-to-the-others days-since-stage:pooled-tips:120 capability:paid-work,Leave it alone
prose:life:episode:work.the-money-nobody-counts/what-you-said-stuck#option:leave-it-alone:memory,life,episode,work.the-money-nobody-counts/what-you-said-stuck,option:leave-it-alone:memory,option-memory,WITHHELD_BY_GROUNDING,Missing continued workplace discussion and identified questioner knowledge linkage.,static,,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/work.the-money-nobody-counts/what-you-said-stuck,withheld after-choice:pooled-tips:say-it-to-the-others days-since-stage:pooled-tips:120 capability:paid-work,You didn't go over what you'd said about the tip pool.
prose:life:episode:work.the-money-nobody-counts/what-you-said-stuck#option:say-it-again:description,life,episode,work.the-money-nobody-counts/what-you-said-stuck,option:say-it-again:description,option-description,WITHHELD_BY_GROUNDING,Missing continued workplace discussion and identified questioner knowledge linkage.,static,,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/work.the-money-nobody-counts/what-you-said-stuck,withheld after-choice:pooled-tips:say-it-to-the-others days-since-stage:pooled-tips:120 capability:paid-work,Tell them what you saw at the tip pool.
prose:life:episode:work.the-money-nobody-counts/what-you-said-stuck#option:say-it-again:label,life,episode,work.the-money-nobody-counts/what-you-said-stuck,option:say-it-again:label,option-label,WITHHELD_BY_GROUNDING,Missing continued workplace discussion and identified questioner knowledge linkage.,static,,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/work.the-money-nobody-counts/what-you-said-stuck,withheld after-choice:pooled-tips:say-it-to-the-others days-since-stage:pooled-tips:120 capability:paid-work,Say it again
prose:life:episode:work.the-money-nobody-counts/what-you-said-stuck#option:say-it-again:memory,life,episode,work.the-money-nobody-counts/what-you-said-stuck,option:say-it-again:memory,option-memory,WITHHELD_BY_GROUNDING,Missing continued workplace discussion and identified questioner knowledge linkage.,static,,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/work.the-money-nobody-counts/what-you-said-stuck,withheld after-choice:pooled-tips:say-it-to-the-others days-since-stage:pooled-tips:120 capability:paid-work,You told them again what you'd seen at the tip pool.
prose:life:episode:work.the-shift-you-were-asked-for/asked-by-a-colleague#line:0,life,episode,work.the-shift-you-were-asked-for/asked-by-a-colleague,line:0,scene-line,PLAYER_REACHABLE,The stage declares only ordinary requirements; play reaches it when they hold.,templated,role:colleague,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/work.the-shift-you-were-asked-for/asked-by-a-colleague,fact:work.coverage-requested capability:paid-work role:colleague age-at-least:17 age-below:26,{role:colleague} has asked you to take their shift.
prose:life:episode:work.the-shift-you-were-asked-for/asked-by-a-colleague#line:1,life,episode,work.the-shift-you-were-asked-for/asked-by-a-colleague,line:1,scene-line,PLAYER_REACHABLE,The stage declares only ordinary requirements; play reaches it when they hold.,static,,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/work.the-shift-you-were-asked-for/asked-by-a-colleague,fact:work.coverage-requested capability:paid-work role:colleague age-at-least:17 age-below:26,They say it's for a funeral.
prose:life:episode:work.the-shift-you-were-asked-for/asked-by-a-colleague#option:ask-whose-funeral:description,life,episode,work.the-shift-you-were-asked-for/asked-by-a-colleague,option:ask-whose-funeral:description,option-description,PLAYER_REACHABLE,The stage declares only ordinary requirements; play reaches it when they hold.,templated,role:colleague,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/work.the-shift-you-were-asked-for/asked-by-a-colleague,fact:work.coverage-requested capability:paid-work role:colleague age-at-least:17 age-below:26,Ask {role:colleague} who the funeral is for.
prose:life:episode:work.the-shift-you-were-asked-for/asked-by-a-colleague#option:ask-whose-funeral:label,life,episode,work.the-shift-you-were-asked-for/asked-by-a-colleague,option:ask-whose-funeral:label,option-label,PLAYER_REACHABLE,The stage declares only ordinary requirements; play reaches it when they hold.,static,,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/work.the-shift-you-were-asked-for/asked-by-a-colleague,fact:work.coverage-requested capability:paid-work role:colleague age-at-least:17 age-below:26,Ask whose funeral
prose:life:episode:work.the-shift-you-were-asked-for/asked-by-a-colleague#option:ask-whose-funeral:memory,life,episode,work.the-shift-you-were-asked-for/asked-by-a-colleague,option:ask-whose-funeral:memory,option-memory,PLAYER_REACHABLE,The stage declares only ordinary requirements; play reaches it when they hold.,templated,role:colleague,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/work.the-shift-you-were-asked-for/asked-by-a-colleague,fact:work.coverage-requested capability:paid-work role:colleague age-at-least:17 age-below:26,You asked {role:colleague} whose funeral it was before giving an answer.
prose:life:episode:work.the-shift-you-were-asked-for/asked-by-a-colleague#option:cover-it:description,life,episode,work.the-shift-you-were-asked-for/asked-by-a-colleague,option:cover-it:description,option-description,PLAYER_REACHABLE,The stage declares only ordinary requirements; play reaches it when they hold.,templated,role:colleague,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/work.the-shift-you-were-asked-for/asked-by-a-colleague,fact:work.coverage-requested capability:paid-work role:colleague age-at-least:17 age-below:26,Tell {role:colleague} you'll cover it.
prose:life:episode:work.the-shift-you-were-asked-for/asked-by-a-colleague#option:cover-it:label,life,episode,work.the-shift-you-were-asked-for/asked-by-a-colleague,option:cover-it:label,option-label,PLAYER_REACHABLE,The stage declares only ordinary requirements; play reaches it when they hold.,static,,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/work.the-shift-you-were-asked-for/asked-by-a-colleague,fact:work.coverage-requested capability:paid-work role:colleague age-at-least:17 age-below:26,Cover it
prose:life:episode:work.the-shift-you-were-asked-for/asked-by-a-colleague#option:cover-it:memory,life,episode,work.the-shift-you-were-asked-for/asked-by-a-colleague,option:cover-it:memory,option-memory,PLAYER_REACHABLE,The stage declares only ordinary requirements; play reaches it when they hold.,templated,role:colleague,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/work.the-shift-you-were-asked-for/asked-by-a-colleague,fact:work.coverage-requested capability:paid-work role:colleague age-at-least:17 age-below:26,You agreed to take the shift {role:colleague} asked you to cover.
prose:life:episode:work.the-shift-you-were-asked-for/asked-by-a-colleague#option:turn-them-down:description,life,episode,work.the-shift-you-were-asked-for/asked-by-a-colleague,option:turn-them-down:description,option-description,PLAYER_REACHABLE,The stage declares only ordinary requirements; play reaches it when they hold.,templated,role:colleague,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/work.the-shift-you-were-asked-for/asked-by-a-colleague,fact:work.coverage-requested capability:paid-work role:colleague age-at-least:17 age-below:26,Tell {role:colleague} you won't take the shift.
prose:life:episode:work.the-shift-you-were-asked-for/asked-by-a-colleague#option:turn-them-down:label,life,episode,work.the-shift-you-were-asked-for/asked-by-a-colleague,option:turn-them-down:label,option-label,PLAYER_REACHABLE,The stage declares only ordinary requirements; play reaches it when they hold.,static,,src/simulation/life-content-92c.ts,EPISODE_FAMILIES/work.the-shift-you-were-asked-for/asked-by-a-colleague,fact:work.coverage-requested capability:paid-work role:colleague age-at-least:17 age-below:26,Won't take the shift
